tupi,portugues
MO - NGARAIB-I-PYRA-I,"batizado, bento."
MO - NGARA-O-A,"transitivo: desconjuntar, desconcertar."
MO - NGARA-O-ARA,"desconjuntador,"
MO-NGARA-0-^ARA,desconjuntador. mo-ngara-ú- ara.
MO-NGAR-U,"transitivo: alimentar, apascentar, dar de co mer a."
MO-NGATU,"transitivo: abengoar, acomodar."
M0-NGATY-R6,transitivo:
M0-NGATY-R6,"adornar, arranjar, enfeitar, guarnecer, ornamentar, ornar. 2 Amanhar. 3 Renovar."
MO-NGA-0,transitivo: dar de beber vinho a.
MO-NGA-0-BA,transitivo-relativo: fazer de.
MO-NGER-a,"transitivo: C'mo-"", causativo, +”ker-"", dor- mir, nasalado): 1 fazer dormir. 2 Despertar."
MO-NG'-ETÃ,reuniao.
MO-NG'-ETÃ,"Missa. Verbo: tran sitivo: conversar com, falar a, falar com."
MO-NG'-ETÃ,"Ler, orar, pedir, rezar. A reçéncia deste Verbo: não con- corda com a do portugués."
MO-NG'-OK-A,"transitivo: alterar, modificar."
MO-NGOAB-A,"transitivo: fazer passar, escapulir, fazer estar."
MO-NG-U—BA,transitivo: fazer estar.
MO-NGUE,"transitivo: abalar, afrouxar, aluir, desaper- tar."
MO-NG'-UER-A,intransitivo: adormecer. Verbo: transiti
MO-NG'-UER-A,vo: fazer dormir.
MO-NGUI,"transitivo:: moer, pulverizar."
MO-NG0I-A,"transitivo: abater, desmanchar, derrubar, sacudir."
MO-NG-Y,"transitivo-relativo: untar com, usar. 0 objeto direto é o veiculo que se passa no ato."
MO-NGYÃ,transitivo: sujar.
MO-NGY'-ianypab-A-REQÉ,transitivo: tingir com jeni - papo.
MO-NGY-PAB-A,"transitivo: gastar tudo, usar tudo."
MO-NGY-RA,transitivo: engordar.
MO-NGY-RYl-A,"transitivo: fazer rangerem, ranger os dentes."
MO-NHANG-A,"transitivo: criar, fazer, agir. No tupi colonial:"
MO-NHANG-A,"criar, engendrar, gerar, procriar. 0 segundo elemento ""nhang-a"" não tem uso isolado, desconhecendo-se o seu sentido original."
"MO-NHANG-ABA. Participio:: lugar, tempo, modo, fim, meio, ins trumento, companhia de jazer",Fãbri - ca.
MO-NHANG-ARA,o que fa
MO-NHANG-ARA,", o autor, fabricante."
MO-NHANG-ARA,Criador.
MO-NHANG-A-RAMO,transitivo: transformar. i
"MO-NHANG-U-BA,",transitivo-relativo: fazer de.
MO-NHANG-YPY,transitivo-relativo: fazer primeiro.
MO-NHA-R0,"transitivo: provpcar, irritar, agular, atra ir."
MO-NHA-R0-AMA,"engodo, isca, negaga."
MO-NHE — Partlcula composta do,"""mo-"""
MO-NHE — Partlcula composta do,"o reflexivo ""nhe"", geralmente tomadas pelos verbos in transitivos de Pronome: paciente."
"MO-NHE-Al-A,","transtivo: fa 2 er dente no corte de, den- tear."
MO-NHE-ANG † -EPlAK-A,"reflexivo: fazer mirar-se, mirar- se."
MO-NHE-g0A-(JEM-a,transitivo: afungentar.= mo-mo-gem-a.
MO-NHE-MANG-A,"transitivo: torcer, dar volta a, dar voi ta em."
MO-NHE-MO,"de Verbo: transitivo-reflexivo, retransi"
MO-NHE-MO,vado.
MO-NHE-MO-QAINAN-A-EQÉ,"reflexivo: fazer preparar-se, ="
"MO-NHE-MO-iJÃ-KOÍ-A-EgÉ,",reflexivo: fazer preparar-se.
MO-NHE-MO-MBÉ-GOABA,confissao.
MO-NHE-MO-MBE-GOAR-A,transitivo:
MO-NHE-MO-MBE-GOAR-A,confessar.
MO-NHE-MO-MBÉ-U,"transitivo:+fazer confessar-se, dar a confissao a, confessar."
MO-NHE-MO-Y-RO,"transitivo: escandalizar, irar, irri- tar."
MO-NHE-M0,"transitivo: pacificar, reconciliar."
MO-NHE-NONG-A,"transitivo: fazer que se deite, deitar."
MO-NHE-RAN-A,"transitivo: irritar, atigar, provocar."
"MO-NHE-RUNDYK. Numeral-cardinal: quatro, quatro a quatro, quatro vezes",ordi - nal: quarto. Literalmente: fa
"MO-NHE-RUNDYK. Numeral-cardinal: quatro, quatro a quatro, quatro vezes",ajuntar pares.
"MO-NHO-PA0,",transitivo: fazer de ve
"MO-NHO-PA0,","em quando, inter- calar, interromper."
MO-NHO-PAU-MONDOAR-A,transitivo: fazer de ve
MO-NHO-PAU-MONDOAR-A,"em quan do, lntercalar, interromper."
MO-NHY-NHYNG-A,"transitivo: enrugar, fazer murchar. A duplicação é de continuidade."
MO-NHY-Ró,"transitivo: aplacar, acalmar, amansar."
MO-NOONG-A,"transitivo: ajuntar, apanhar, juntar, re- colher, reunir, unir. Trata-se da jungao de ""mo-"", causativo, com ""noong-a"" reflexivo."
MO-OBA-I-XUAR-A,transitivo: opor.
MO-OBA-PY-KAfi,"transitivo: igualar por cima e pela frente, encher até as bordas."
MO-OBA-YBAK-A,transitivo: erguer o rosto de.
MO-OBY,transitivo: tingir ou pintar de azul ou de verde. Literalmente: fazer azul ou verde.
MO-OBYR-A,"transitivo: agugar a ponta de, fazer ponta em."
MO-O-R-YB-A,"transitivo: alegrar, satisfazer, consen- tir com."
MO-PAÍÉ,"transitivo-relativo: fazer-se pajé, tornar pai."
MO-PANEM-A,transitivo:
MO-PANEM-A,"faltar a, falhar de ir a, 2 Fa zer ora sim ora não."
MO-PAPANG-A,"transitivo: 1 contar, ler ou relatar algo aos trancos. 2 Marchar contando. 3 Tomar umas coisas deixando outras,"
MO-PARAB-A,transitivo: manchar.
MO-PAR-I,transitivo: aleijar.
MO-PAO,transitivo: fazer de ve
MO-PAO,"em quando, interca- lar, interomper."
MO-PEN-A,transitivo: quebrar.
MO-PEPU,transitivo: por algas em
MO-PE-PYR-A,transitivo: matar ritualmente.
"MO-PEREB-A,","transitivo: ferir, chagar,"
MO-PETY-MB-U,transitivo: dar a tragar fumo a.
MO-PI-ABA,"punhal, aguilhão."
MO-PINIM-A,transitivo: manchar.
MO-PI—POMONG-A,transitivo: tornar pegajoso.
MO-PIRA-KAS,"por complemento atributivo: peixe moqueado, peixe tostado. Verbo: transitivo: moquear o peixe."
MO-PIRANG-A,"transitivo: 1 tingir com urucu, pintar ou tingir de vermelho. 2 Almagrar, abrandar."
MO-PIRIAN-A,"transitivo: fazer listas em, listrar."
MO-PIRIK-A,transitivo: estalar.
MO-PRING-A,transitivo:
MO-PRING-A,"arrepiar-se, excitar sensua_l mente, fazer estremecer, causar arrepio a. 2 Assustar."
MO-PI-ROY,: pele fresca.
MO-PITING-A,transitivo: manchar.
MO-PIXÉ,chamusco. Verbo: transitivo: chamus- car.
M0-P0SANG-UU,"transitivo: purgar, dar purgante a, dar remidio a."
MO-p0-g0aCJU,transitivo:: engrossar.
MO-PO-Í,"transitivo:: fazer pou co grosso, afinar, adelgagar, tornar pouco grosso."
MO-Pó-I-AÍA,transitivo: enganar fingindo que vai dar uma coisa e retirando a mão.
MO-PO-IO-YBYR-A,transitivo: dobrar o fio de.
MO-POK-A,transitivo:: disparar.
MO-Pó-KANE0,transitivo: cansar pela forqa das mãos.
MO-P0-KYTÃ,transitivo: dar nó em.
MO-POMONG-Ã,transitivo: tornar pegajoso.= mo-pi-pó- mong-a.
MO-PONG-A,transitivo: dar pancada em.
MO-PONG-ABA,tambor.
MO-PO-PIAB-ñ,transitivo: envenenar.
MO-Pó-PY-ATÃ,: fortaleza.
MO-Pó-PY-ATÃ-MBAB-A,"transitivo: cansar pela forga das mãos, vencer pela forga."
MO-PC-PYTUN-A,"transitivo: tapar ou fechar tecido, pa- no, etc., encorpar tecido, escurecer tecido."
MO-POR-A,transitivo::
MO-POR-A,"cumprir, execu- tar, fazer com que tenha efeito. a Encher. 3 Enrique- cer."
MO-PORANG-A,transitivo: embelezar.
MO-POR'-AUOUB-A,transitivo: fazer amar.
MO-POTÃt-A,transitivo: fechar com aldrava.
MO-POTÃÍ-G0É,transitivo: armar.
M0-P0TÃ1-Í-AR-A^,transitivo: armar de modo que não caia.
MO-POT-U-PAB-A,"transitivo: espantar, admirar, maravi- lhar."
MO-PU,"transitivo: tocar, bater."
MO-PUAM-A,"transitivo: levantar, erguer, empinar."
MO-PU-ARA,: o que bate ou toca (ins trumento de mão ou de percussao).
MO-PUERAB-A,transitivo: curar.
MO-PUKU-QAM-A,"transitivo: pear, atar os pés de, pren- der pelos pés."
MO-PUNGÃ,"transitivo: inchar, engrossar, gncher, intu- mescer, tumefazer."
MO-PUPUR-A,transitivo: ferver.
MO-PURUK-A,transitivo: estalar.
MO-PUTUN-A,transitivo: escurecer.
MO-PUTU-PAB-A,transitivo: causar admiragão a.
MO-PY-ATÃ-MBAB-A,transitivo: vencer na luta.
MO-PYÃi-TY-TYK-’A,"transi. tivo: assustar, atemorizar,"
MO-PY-BANG-A,transitivo: aleijar.
MO-PY-QÃ-QÍU,transitivo: renovar.
MO-PY-GUAl-A,transitivo: concavar.
MO-PY-IR-A,"transitivo: fazer escapulir os pis de, fgzer escorregar os pis."
MO-PY-KOE,"transitivo: concavar, tornar concavo."
MO-PYM-A,"transitivo: Mesãrmar, 2 Arrebitar, entesar."
MO-PYRY-RYM-A,"transitivo: fazer rodopiar, andar como pião."
MO-PY—TAAM-A,transitivo: aleijar.
MO-PY-TEEM-A,transitivo: aleijar.
MO-PYTING-A,transitlvó: turvar a agua de.
MO-PYTUN. A,transitivo: escurecer.
MO-PY-Y-I-A,transitivo: amiudar.
MOR,"Em tupi não hãcorrespondente de ser e estar, como verbos de ligagão. Estes podem ser substanti- vos, adjetivos, pronomes ou advérbios. Os verbais que comegam com o Prefixo: ""poro-"" mudam-no para ""moro-"" ou ""moboro-"" e não perdem o ""a” final e se substantivam. Com o participio ""gara"", de Verbo: tran sitivo, se o objeto direto i pessoa ou coisa indeter minada, deve-se recorrer a ""poro-"", ""moro-"", ou ""mbor-o"". É também indice de classe superior, como o ""t""-"". Significa por aproximagão a: os outros, gen te."
MORA-BYKY,dia de trabalho.
MORA-BYKY-ABA,"trabalho, lugar de trabalho."
MORA-BYKY-ARA,"trabalhador, o que trabalha."
MOR'-A<^EÍ“A,danga. Verbo: intransitivo: dangar.
MOR'-AQElA-RE,depois da danga.
MO-RA-I-GOAN-aIB,mau agouro.
MO-RAM-BUER-A,"transitivo: estorvar, desfazer, desman- char, frustrar, impedir, inutilizar."
MO-RAN-A,"transitivo: fingir, dar aparéncia a, fazer mal feito, aparentar sem ser.,"
MOR'-ANDUBA,"novidade, notlcia. — por'-anduba."
MOR'-ANDU'-PABÉ,"notório, público, sabido de todos."
MORANG-A,": beleza, formosu- ra. Adjetivo: belo, formoso."
MORANG'-ABA,beleza.
MOR'-ANG-I-GUANA,"a«ouro, o que cri em agouro."
MOR'-APITI-ARA,"homicida, trucidador."
MOR'-AUSUBA,araor.
MOR'-AUCUB'-ARA,"benignidade. Adjetivo: benigno, compassivo."
MOR'-AUQUB-E-R-EKó,compaixao.
MOR'-AUQUB-E-R~EKó-gARA,"compassivo, piedoso."
"MOR'-AUgu'-BORA,",amoroso.
MOR'-E-AUQUBA,"miseria, infortúnio."
MOR'-E-AÚQUB'-ARA,"miserãvel. Adjetivo: miserã - vel, infeli"
MOR'-E-AÚQUB'-ARA,.
MOR'-E-BOBó,"intransitivo: cochichar, confidenciar. Subs- tantivo: conversa ao pe do ouvido."
MOR'-EKó-BI-ARA,"substituto, sucessor."
MOR'-ENONHAND'- ARA,: corredor.
MOR'-ENONHEN-A,repreensao.
MOR'-ENONHEN-DABA,repreensão.
"MOR'-ENOTARA,","predecessor, precursor. 2 Filho ou filha mais velha."
MOR'-ENOTAR'-UERA,"filho ou filha mais velha do homem, irmão mais velho do homem."
MOR'-E-PENHANA,"briga, agressão."
MOR'-E-PY-MEENG-ARA. Suhstantivo,0 Redentor.
MOR'-E-PYRAMA,resgate.
MOR'-E-R-EKó-ARA,"chefe, guarda."
MOR'-E-R-EKó-ARA,Principe.
MOR'-E-R-EKó-AR-A - Egfi,"transitivo:‘cuidar de, tratar de, agasalhar, receber bem. 2 Preocupar-se com, estar preocupado com. 3 Interessar-se."
MOR-E-R-O-A-gARA,salteador.
"MOR'-E-R-O-ARA,",salteador.
MOR'-E-R-O-KARA,:
MOR'-E-R-O-KARA,"padri- nho, madrinha, padrinhos."
MOR'-eymb'-ARA,"1 escansão, ato de escandir, ato de dividir. 2 0 que distribui o cauim."
MOR'-eymb'-ARA,Copeiro.
"MORO— indice de classe superior, igual a ""t- M. Aplica-se a qualquer","relativo, mesmo aos que tém ""q-"" como possessivo da 3a. pessoa, como ""eté"". Ex: moro-tii nari"
"MORO— indice de classe superior, igual a ""t- M. Aplica-se a qualquer",(de gente). Mbaé-ti: nari
"MORO— indice de classe superior, igual a ""t- M. Aplica-se a qualquer","(de animal). Os verbais que comegam com o Prefixo: ""poro-"" mudam-no"
"MORO-PYgYK~A para ""moro-"" ou ""mboro-"" conforme a classe, e não perdem o ""a"" final, transitivando-se. Como em tupi não hã correspondente de ser ou de estar, como ver bo de ligação, estes podem ser substantivos, adje- tivos, pronoxnes ou advérbios. E pouco usaao, a não ser com os nomes que podem levar ""t-"". Equiva- le a","pessoal: indefinido. ""Moro-"" é usado também fora do infinito, do Gerúndio: e dos deriva- dos, nesse caso sob a forma de ""poro-"". Os indices ""t-"" e "" g-"" não tém tal extensão."
MORO-AQYP-ARA,barbeiro.
MORO-API-ND'~ARA,barbeiro.
MORO-APITI-ARA,"assassino, trucidador."
MORO-AUQUB-A,transitivo: j-amar.
MOR'-OBIXABA,"cacique, chefe."
MOR'-OBIXABA,"capitão, presi- dente, principe, rei."
MOR'-OBY,"o azul, o verde."
MORO-QEM-A,intransitivo: sair.
MORO-EQARAÍ-A,intransitivo: esquecer-se.
MORO-E-PENHANGA,briga.
MORO-ITYK-ARA,"vencedor, vitorioso."
MORO-ÍUBA,o amarelo.
MORO-IuBYK-A,transitivo: enforcar.
MORO-ÍUBYK-ABA,forca.
MORO-lUBYK-ARA,"'forca.’O que enforca, enfor- cador, carrasco, algo"
MORO-lUBYK-ARA,.
MORO-lUBYKA- TYBA,"o gue costuma enforcar, algo"
MORO-lUBYKA- TYBA,", carrasco, enforcador."
MORO-IukA-QARA,assassino.
M0R0-KABA,"1 arma de fogo, fusil, bombarda. 2 Tiro."
MORO-KUTUK-ARA,aguilhão.
MORO-KUTUK-ARA,Punhal.
M0R0-MBó-EQ-ABA. ',escola.
MORO-PITI-ARA,": trucidador,"
MORO-Pó-QA-NONG-ARA,": curador, cu- randeiro,"
MORO-Pó-QA-NONG-ARA,Medico.
MORO-POTARA,": ato sexual, ato sen sual, luxúria, sensualidade."
MORO-PUA-I-x0era,mandao. Ad. jetivo predicativo: mandão.
MORO-PYQYK-A,transitivo: apanhar tgente).
MORO-PYóY-RO-ANA,"O Salvador, no tupi colonial."
"MORO-R-OKA,",fusil.
MORO-R-OKA-KUl,pólvora.
MORO-TINGA,o branco.
MORO—UBIXABA,"cacique, chefe, principal. -j- Pre- sidente, capitãó, principe, rei."
MORO-UNA,"o preto, o negro."
MO-ROY,transitivo:: esfriar.= mo-roy-qang-a
MO-ROY-QANG-A,"transitivo: esfriar, refrescar.= mo-roy."
MOR'-UBIXABA,"cacique, chefe, principal. -"
MOR'-UBIXABA,"Pre- sidente, capitão, principe, rei."
MOR † —URU,"transitivo: embeber, empapar, inchar, por de molho, tumefazer. =mo-pungã."
MOR'-YB-A,transitivo:
MOR'-YB-A,"alegrar, satisfazer. 2 Consentir, consentir com."
MOR'-YBI,transitivo: consentir sem oposigão.
MOR'-Y-R-Yl-A,transitivo: alvoroqar.
MOTA-GaIb-A,transitivo: confortar.
MOTAK-A,"transitivo: bater, tocar."
MOTÃ-Y-GAÍB-A,transitivo: confortar.
MO-TÉ,"transitivo: desfigurar, disfarqar, tornar dife- rente."
MO-TÉ-É,"transitivo: 1 estranhar, não reconhecer. 2 Deitar a perder. '"
MO-T-EKó-KUAB-A,transitivo:
MO-T-EKó-KUAB-A,"educar, ensinar. -"
MO-T—EKó-KU—GUAB-A,"transitivo: feducar, ensinar."
MO-TEN-A,"transitivo: encaixar, firmar, fikar."
MO-Tl,transitivo: envergonhar.
MOTIÃ-PEBA,variedade de caranguejo.
MO-TI-MBOR-A,transitivo: defumar.
MO-TI-MBOR-A,Incensar.
MO-TING-A,"transitivo:: 1 tingir ou pintar ' de branco, caiar, branquear, embranquecer. 2 Enjoar, enfastiar, causar enjóo a."
MO-TINING-ATÃ,"transitivo: endurecer, tornar forte."
"MO-Tó-Tó,","transitivo: alijar, A duplicação é de firmeza"
MO-TÚI-A,"transitivo: entornar, transbordar.=mo-ndui-a."
MO-TUMUNG-A,"transitivo: sacudir, estremecer,"
MO-TUPAN-A,"transitivo: guardar, guardar o dia, vigiar de dia."
MO-TUPAN-A,Respeitar o dia-santo.
MO-TYB-A,"transitivo: fazer caso de, fazer muito de, acatar."
MO-TY-GÚER-A,"transitivo: acabar, assolar, destruir, consumir."
MO-TYK-A,"transitivo: puxar, beliscar, dar puxao em."
MO-TYK-A,"yk-a,"
MO-UB-A,"transitivo:: acomodar, colocar deitado, deitar, fazer estar."
MO-U-KATU,transitivo: fazer estar bem.
MO-UN-A,transitivo: tingir ou pintar de preto.
MO-UUM-A,"transitivo: empastar, amassar, amolecer (coisa dura), engrossar (coi- sa liquida), enlamear. Literalmente: fazer barro."
MO-XYRYRUK-A,transitivo: fritar.
MO-Y-Al-A,transitivo: fazer suar.
MO-YB-A,transitivo:
MO-YB-A,"transformar em mato. 2 Arrimar, estear, escorar."
MO-YBYR-A,"intransitivo: remo? ar, renovar, rejuvenes- cer. Literalmente: fazer crian<ja."
MO-Y(JY,"transitivo: por em fila, enfileirar, or ganizar, encarreirar. - mo-y"
MO-Y(JY,y-rung-a.
"MO-YQY-RUNG-A,","transitivo: por em fila, enfileirar, or ganizar, encarreirar,"
MO-Y-KU,"transitivo: derreter, liquefazer, tornar ll- quido."
MO-YMUAN-A,transitivo: envelhecer.
MO-YNYQEM-A,transitivo: encher.
MO-YPYAK-A,transitivo: coalhar.
MO-YPYAK-A,ypyok-a.
MO-YPYOK-A,transitivo: coalhar.
MO-Y-PYTING-A,transitivo: turvar a ãgua de.
MO-Y-RO,"transitivo: agastar, escandalizar, irar, ir- ritar."
MO-Y-'TA-Ró,"transitivo: fartar, satisfazer."
MO-Y-0,transitivo: dar de beber a. ¿ & rinfr
MU mO,"! aliado, alianga, amigo, sócio. 2 Amizade. 3 Casta, nação, parente, raga. 4 Trato. 5 Troca."
MUAMB'-ABA,"assalto, campo de batalha. Partici pio: lugar, modo, tempo, companhia, instrumento, meio, fim, etc. de assaltar."
MUQU,"mugum, peixe da familia dos simbrãnquios, gênero Symbranchus."
MUguRANA,corda usada no sacriflcio ritual. Em tupinambé é mogorã.
MUKU-QAMA,peia.
MUKU-YRY,armadilha para onga.
MUMBUKA,"mumbuca, variedade de abelha, da fami- lia das meliponidas, gênero Melipona."
MUN-A,"transitivo: cuspir. Pede o Pronome: obje tivo nasal ""nho-""."
"MUNDÃ,",ladrão.
MUNDA-Bé-Y-PORA,bébedo.
MUNDÃ-EijÉ,transitivo: furtar.
MUNDAR-A-E(JÉ,"transitivo-relativo: suspeitar mal de, tomar por, julgar que seja, ter ciúmes de. A reçéncia deste Verbo: difere da do portugués."
MUNDÃ-RO-guI,transitivo: trair.
MUNDÃ-R5-EgS,transitivo: furtar.
MUNDÉ,"algapao, armadilha."
MUNDÉ,prisão.
MUNDÉ-ARATAKA,variedade de armadilha.
MUNDÉ-GOaQU,variedade de armadilha para onga.
MUNDÉ-GOaIa,variedade de armadilha.
MUNDÉ-KOarA,tronco.
MUNDÉ-OKA,"t cadeia, prisao."
MUNDÉ-PEBA,variedade de armadiiha.
MUNDfi-PIKA,armadilha para passarinho.
MUNDÉ-PORA,"o apanhado na armadilha. t Preso, prisioneiro. 2: 03"
MUNDÉ-RUNG-A,intransitivo: significa armar e so se corporado.
MUrS-MURE,"trombeta. ca, arraar o algapao. ""Rung-a” emprega com o objeto in- da farallia das raalpi. gniã-"
MURU-ANGAB-A. Como,"afirmativo: expressão de louvor, aprego, carinho, compaixao, nem sempre tradutive. l,"
"EX: e-i-xe r-uba muru angaba: sede bons - disse o bom de meu pai. Como imperativo e permissivo equi vale a um pedido. Ex: e-ker muru angaba: dorme, — pego-te. Como","negativo equivale a ""absoluta mente não"". Ex: nd'a-I-potar muru angab-i: absolu- tamente não o quero."
"MURU-A-PORA,","prenhe, grãvida."
MUTU,"ave galiforme, da familia dos cracideos, genero Crax."
MUTUKA,"mutuca, inseto da familia dos tabanidas"
MUTU-MUTUKA,"broca, pua. iteragão."
MY-ATÃ,"fortaleza, firmeza. S nasalagão de py-atã."
MYÍ-A,"intransitivo:'mexer-se, bolir, mover. 2 Levantar acampamento."
MYlA-PÉ,"biscoitos, bolo, pio."
MYl-Ul,variedade de andorinha.
"MYI-. uI-PIRÃ,","peixe voador, caió, da famllia dos exocetideos, genero Exocoetus."
MYl-Ul-TINGA,variedade de andorinha.
MY-KYRA,rabãdela..
MYMBABA,"irregular: ave ou animal domestico, criação."
MYTÃ,"’choupana, em ãrvore para cagar. 2 Estrado."
MYTÃ-IURA,"choupana para cagar (eS condendo-se),"
MYTÃ-MYTÃ,escada. Duplicação de estrado.
N',"negativo verbal: não. É apócope de ""nda""- - N' particula. Apócope de "" -ne"", afirmativa de realce."
NA,"negativo verbal: não. E apócope de ""nda.."
NA,"assira, desta maneira, tantos, tantas vezes, a estas horas."
N' AAN-ANGA-I,de negapao: absolutamente não.
N' AAN-I,"de negagão: não, ninguém, nenhum, nunca."
N' AAN-I-BÉ,de negagão: também não.
N' AAN-I-XO-É-NE,de negagão; futuro de não.
"N'-aÉ. Particulas agrupadas, com fungao de",de realce. Exalta a funcão verbal.
NAl i,"mana’.. NÃ-Í-BÉ-?. Particulas agrupadas,"
NAl i,com funcão adverbial: daqui a um pouquinho.
"N'AK'-AMÉ. Particulas agrupadas, com fu'ngao verbal: ser costume, ser uso, costumar. Corresponde ao imperfei- to. a s vezes tem acepgão de ""dever"". É composição de ""ne""","""akó"""
"N'AK'-AMÉ. Particulas agrupadas, com fu'ngao verbal: ser costume, ser uso, costumar. Corresponde ao imperfei- to. a s vezes tem acepgão de ""dever"". É composição de ""ne""","""amãe""."
"N' AKO. Particulas agrupadas:,_com função de",de realce. Exalta a função verbal
"N' AKO. Particulas agrupadas:,_com função de","e corresoponde aproximadamente a ""pois"", ""portanto"". Ex: anhé-n'akó i angaturam bé-I: aquele em todo caso é um pouquinho melhor."
"NAMA. Partlcula prepositiva. É a composigão de ”-ne""","""ama."
NAMBI,"orelha, asa. Bago de yga pema."
NAMBI,oT
NAMBI-A-QYKA,"orelha atrofiada, orelha cortada."
NAMBI-BEBÉ,": ligeiro, velo"
NAMBI-BEBÉ,.
NAMBI-EYMA,"desorelhado, sem orelhas."
NAMBI-ÍO-OBA-KÉ,: atur- dido. '
NAMBI-PfijA,"arrecadas, brincos, orelheiras."
NAMBI-PORA,"arrecadas, brincos, orelheiras."
NAMBI-PU-PIARA,"arrecadas, brincos, orelheiras."
NAMBI-Xó-RÉ,orelha caida.
NAMBUERA,indicativo de pas sado-futuro: o que ia ser (mas não foi).
"N' AMÉ. Particula que corresponde ao imperfeito: sercostume, uso costumar. = nama. As vezes tem cono- tação de dever. —NAMO,","(nasalação do sufixo-Gerúndio: e preposigao ""-ramo"": conforme, segundo."
"NANA-Y,",vinho de ananãs.
NÃ-NHOI,basta assiml
NÃ-NHO-RANHÉI,basta assiml
NARI-NARI,"arrãia-pintada, peixe da familia dos miliobatideos, gênero Aetabatus."
"NÃ-TE-NE. Particulas agrupadas, com função adverbial-dubitati^ va: mas assim, mas desta maneira. = na-te. - NDA -",verbal de negacão: não.
"NDA-AMó-ABÃ-KUÃ. Locugão prepostiva-indefinida-negativa: nin- guém. ""Amó"" ai é",ou Pronome:
"NDA-<7 - AUB-I. Particulas agrupadas, com função adverbial: 1","por isso que, não é a toa que, não é sem razão. 2 FeIizmente."
NDA RUA-ETÉ-I-MA!,oxalãl
NDA •.. RUA-I-MA!,oxalãl
NDE,"con juncão: mas, antes, senão. S nasalação de ''-te'."
"NDE Pronorue possessivo: tu, te r teu",tua(s).
NDE aS,pessoal: tu mesmo(s).
NDE-BO,"pessoal: da 2a, pessoa, regido de preposigão dativa: a, para ti."
NDE S•,objetivo: tu mesmo.
NDOaRA. Participio,"o que costuma ser ou estar. S na- salacão de ""guara""."
NDOERA. Participio,"o que,,. muito. S nasalagão de ll guera, i, sufixo-participio de sujeito abundancial-"
NDURUK-A,intransitivo: plural: azafamar-se.
"NEÍ-BÉ, Interjeicão da 2a. pesãoa do singular: eial Faze ou tra vez!",: outro(a)•
NEÍ S•,transitivo: concordar.
NEMA,"fedor, mau-cheirp. Adjetivo: fedorento,"
NEMA,tido.
NEM-A,"intransitivo: feder, cheirar nal."
NEME. Conjucao,": quando, se porcue, cono, caso (oue), visto cue, visto como."
NGATU,: bom.
"NH — Pronomc objetivo da 3a. pessoa, objeto de nualcruer delas: o(a) (s). = I ou 10",pessoal: aas 3as. pessoas: ele(a) (s). Junta-se ao conplemento predicati
"NH — Pronomc objetivo da 3a. pessoa, objeto de nualcruer delas: o(a) (s). = I ou 10","vo, disnensando os verbos ""ser"" e ""ter"". É de rigor em al guns modos do Verbo: e é única forna que recebe preposicao tónica."
NIIA,"da la. pessoa do plural, exclusivo: nós. E nasaiacão de ""ia""."
NHAlj,bracelete.
NHAE,"irregular: prato, vaso, alguidar."
NHAE-BEBA,t prato.
MHaE-PEPO,vaso de asa. t Panela.
NHaE-PEPO-gOacu,vaso asado.
NHAE-PYGOAIA,t tigela.
NHAE-PY-KYTYK-ABA,t esfregao.
NHAÍ-A,"fonte, ponto de beber ãgua."
NHAl-BIARA,"caminho da fonte, bica no ou do mar."
NHA-KUMA,"estaca, remo."
NHAN-A,"intransitivo, de agente ativo: correr."
