tupi,portugues
MO-MBAK-A.,"""pak"""
MO-MBARA-AR-A.,transitivo: fazer com que se envergonhe.
MO-MBEK-A.,"transitivo: achatar, esmagar. Verbo: intran- sitivo: acovardar."
MO-MBE0,transitivo:
MO-MBE0,"acusar, denunciar, revelar. 2 Con fessar, contar fatos, declarar, dizer, narrar,_refe - rir. 3 Prometer. 0 segundo elemento nao tem uso isolado (sem ""mo-""), desconhecendo-se o seu senti"
MO-MBE0,do original.
MO-MBE0-AB'-AIB-A.,"transitivo: confundir, misturar."
MO-MBE0-AIBA.,"transitivo: falar mal de, maldizer."
MO-MBE0-KATU.,"transitivo: falar bem de, bendizer, louvar."
MO-MBE0-KATU-PYRA-I.,bendito.
MO-MBE0-MBE0,"imperfectivo: 3 divulgar, publicar, relatar tornar publico (todos quando revelando o que e secreto por erro, consciente ou inconsciente. 2 Queixar-se. A duplicidade e de realce."
MO-MBE0-PORANG-A.,"transitivo: louvar, bendizer, falar bem de."
MO-MBIA.,transitivo: canalizar.
MO-MBIAR-I-iARA-EQE.,transitivo: xelativo: dexar-se ven- cer por.
MO-MBYK-A.,"transitivo: fazer cessar, suspender."
MO-MBI-PIK-A.,"transitivo: i cavar, lavrar, 2 Picar pedra."
MO-MBO-ARA.,atirador.
MO-MBO-SARA.,atirador. -- mo-mbo-ara.
MO-MBOl-A.,transitivo: ameagar.
MO-MBO-IR-A.,transitivo: apartar.
MO-MBO-OK-A.,transitivo: 1 acaientar crianga. 2 Furar.
MO-MBO-POR-A.,"transitiVo-iterativo: atirar, lancar, fazer pular ou saltar, alijar, fazer saltitar (com ameatja)."
MO-MBOR-A.,"transitivo: irregular: atirar, atirar se, fazer pular, fazer saltar, lancar."
MO-MBOR-E-AUQUB-A.,compaixao. Verbo: transiti - vo
MO-MBOR-E-AUQUB-A.,"'afligir, compadecer-se, ter do. 2 Empobrecer. 3 Hu- milhar."
MO-MBOTAR-A.,"transitivo: fazer-se cobitjar ou querer, desejar. Composto do Prefixo: causativo ""mo-"""
MO-MBOTAR-A.,"o Verbo: ""potar-a"""
MO-MBO-XY.,"transitivo: desonrar, enfeiar, estragar, sujar."
MO-MBUB-A.,"transitivo: 'amolecer, abrandar, 2 Almagrar, curtir, 3 Amansar,""por de molho."
MO-MBOER-A.,"transitivo:: tor- nar velho, conservar velho, conservar, habituar, de- ter."
MO-MBUK-A.,"transitivo: 1 furar, rachar, rebentar, fazer buraco em. 2 Deflorar."
MO-MBUK-AB-A.,"transitivo: desperdicar, derramar."
MO-MBUK-I-PYRA.,"deflorada, desvirginada."
MO-MBUKU.,"transitivo:: 1 agastar, alon- gai, aumentar o tamanho de, dilatar, estender, prolon gar, retardar, reter. 2 Deter. 3 0fender."
MO-MBU-PUK-A.,"transitivo: esfuracar, crivar."
MO-MB'-URU.,"transitivo: ameacar, desafiar, detestar, amaldicoar, atentar contra."
MO-MB'-URU-A.,"transitivo: emprenhar, engravidar."
MO-MBUTuE.,"transitivo: i atentar. 2 Descansar, dar des- can<; o a. 3 Desembaragar."
MO-MBYK-A.,"transitivo: atar, travar."
MO-MBY-RO.,"transitivo: revolver, reiaexer."
MO-MBYTA.,"transitivo:: dar pouso deter, fazer ficar. 2 Hospedar."
MO-M8YTUE.,"transitivo: atentar, descansar, dar descan- so, desembaraqar."
MO-MEMUA.,"transitivo:'desaxranjar, misturar, desfazer, desmanchar. 2 Apagar. 3 Fazer desaparecer."
MO-MENDAR-A.,"transitivo: fcasar, fa 2 er o casamento de."
MO-MENDAR-I-PYRA-I.,casado.
"MO-MI. Particulas agrupadas, o","""mo-"", causativo"
"MO-MI. Particulas agrupadas, o","o particpio ""mi”, passivo, agente expres so, correspondente ao relativo ""que"". Com um ver bo transitivo-neutro tem o sentido de fazer com aue."
MO-MI-AUCUB-A.,"transitivo: tornar cativo a, cagar."
MO-MO.,"condicional causativo, com duplicidade para enfase do sentido: fazer ou fazer com que."
MO-MO-CA-KAR-A.,transitivo: enobrecer.
MO-MOCAPYR - A,iterativo: fazer pela terceira ve
MO-MOCAPYR - A,.
MO-MO-CEM-A.,"transitivo: 1 acossar, correr atras de, levantar a caqa, rastrear. 2 Afugentar, enxotar."
MO-MOKOI - A.,iterativo: fazer pela segunda ve
MO-MOKOI - A.,.
MO-MOKOI-DABA.,ordinal: segunda ve
MO-MOKOI-DABA.,.
MO-MO-N'ANG-I-GOAN-A.,transitivo: ter agouro de. Subs tativo: o que cre em agouro.
MO-MORANDUB-A.,"transitivo: avisar, informar."
MO-MORANDUP-ARA.,mensageiro.
MO-MORANG-A.,"transitivo: 1 embelezar. 2 Apreciar, brin- car, festejar. J Afagar, acariciar. Substantivo: carlcia."
MO-MO—R—AUQUB-A.,"transitivo: 1 compadecer-se de. 2 Afli- gir, humilhar."
MO-MOTAR-A.,"reflexivo: fazer-se cobiqar, fazer-se que- rer. Motar-a e a nasalacao de potar-a: querer."
MO-MOTIA-C0,transitivo: escarmentar.
MO-MOXY,"transitivo: arruinar, estragar, sujar."
MO-MYl - A.,"transitivo: bolir, mover."
MONS.,nome de um espirito.
MO-N'AN-A.,transitivo: 5 misturar. 2 Apagar.
MO-NA-RANG-A.,transitivo: quebrar umas contra outras.
MONdA.,ladrao.
MONDA-BE-Y-BORA.,bebedo.
MONDA-BE-Y-PORA.,bebedo.
MONDA-BORA.,ladrao.
MONDA-CABA.,coisa furtada.
MONDA-CA-g0erA.,coisa furtada.
MONDA-ECE,transitivo: furtar.
MONDA-MONDA-TENHE.,"transitivo: caiuniar,"
MONDA-MOND-AR-A-ECE.,"transitivo-relativo: 1 tomar por, suspeitar mal de, 2 Ter ciume de."
MOND-AR-A-ECE.,"transitivo-relativo: 5 julgar que seja, suspeitar mal de, tomar por. 2 Ter ciume de, A regen cia deste Verbo: difere da do portugues."
MONDA-r0-a-G 0ERA.,coisa furtada.
MONDA-RO-Af-iA.,coisa furtada.
MONDA-RO-CUl,transitivo: trair.
MONDA-RO-ECE.,transitivo: furtar.
MO-NDEB-A.,"transitivo: calgar, enfiar. meter,_por, pren- der, vestir. 0 segundo elemento, desconhecendo-se o seu senti"
MO-NDEB-A.,do primitivo.
MO-NDEB-A-PUPE.,"transitivo-relativo: colocar dentro de, encarcerar, enfiar,"
MO-ND'-ECE-BA.,"transitivo: enligar, tramar, tecer rede, tecer cestos, etc."
MO-ND0,"transitivo:: atirar, dar a distancia, deixar ou mandar ir, enviar, enxotar, fazer ir, largar, percorrer (com os olhos), tocar para."
MO-ND0-gOK-A.,"iterativo: cortar, espedagar, quebrar em varios pedagos, =apiti,"
MO-ND0-g0-ND0-COK-A,iterativos ficar quebrando em va- rios pedagos
MO-ND0-g0-ND0-COK-A,. A duplicaçao e de iteraçao.
MO-NDOK-A,"transitivo:: 1 interromper, quebrar, rasgar, Cortar em instrumento, apanhar (quebrando o talo)."
MO-ND0. MO-NDOK-A.,iterativo: ficar quebrando.
MO-NDOROK-A.,"transitivo: arrancar, cortar (rasgando), dilacerar."
MO - NuOI-A.,"intransitivo: fazer com que transborde, cn- tornar, transbordar,"
MO-NDYA-BORA.,transitivo: empobrecer.
MO-NDY-iJYK-A.,transitivo: 1 fazer chegar uns apos ou- tros.! Juntar diversas partes.
MO-NDY-I-A.,"transitivo: 1 amedrontar, assustar, atemori- zar, espantar. 2 Estremecer. a Expuisar."
MO-NDYK-A.,"transitivo:: J fazer chegar, acabar de, chegar. 2 Acen der, incendiar, queimar. 3 Destruir. ''Rematar, conclui- ir."
MO-NDYK-ABA.,": fim, conclusao."
MO-NDYK-UKAR-A.,"transitivo: acabar de, fazer chegar, che gar. Acender, incendiar, queimar. Destruir. Rematar, concluir."
MO-NDYKYR-A.,transitivo:: derreter. Dis tilar.
MO-NDYRYK - A.,"transitivo: correr: 1 fazer correr, fazer deslizar. 2 Debulhar."
MO-NDYRY-RYK-A.,"transitivo: afastar, arrastar, desviar."
MO-NE.,condicional de obrigaçao. Da ideia de obri- gaçao ao Verbo: Ex: ere-go-mo-ne-kori-mo: deverias ir hoje.
MO-NEM-A.,"transitivo: tornar fetido. - MO-NE-MO. Partlculas agrupadas, com fungao adverbial condi- cional: deveria para bem."
MONG-A.,"transitivo: grudar, lambusar, sujar (com coisa pegajosa)."
MO-NGA-K0AB-A,"transitivo: criar, fazer saber, infor - mar."
MO-NGA-KU-G0AB-A.,"transitivo: avisap, criar, informar."
MO—NG-ARA.,: doador.
MO - NGARAIB-A,-
MO - NGARAIB-A,sagrado. Verbo: transitivo: -
MO - NGARAIB-A,"aben goar, batizar, benzer, sagrar, santificar."
MO - NGARAIB-I-PYRA-I.,"batizado, bento."
MO - NGARA-O-A.,"transitivo: desconjuntar, desconcertar."
MO - NGARA-O-ARA.,"desconjuntador,"
MO-NGARA-0-^ARA.,desconjuntador. mo-ngara-u- ara.
MO-NGAR-U.,"transitivo: alimentar, apascentar, dar de co mer a."
MO-NGATU.,"transitivo: abengoar, acomodar."
M0-NGATY-R6,transitivo:
M0-NGATY-R6,"adornar, arranjar, enfeitar, guarnecer, ornamentar, ornar. 2 Amanhar. 3 Renovar."
MO-NGA-0,transitivo: dar de beber vinho a.
MO-NGA-0-BA.,transitivo-relativo: fazer de.
MO-NGER-a,"transitivo: C'mo-"", causativo, +”ker-"", dor- mir, nasalado): 1 fazer dormir. 2 Despertar."
MO-NG'-ETA.,reuniao.
MO-NG'-ETA.,"Missa. Verbo: tran sitivo: conversar com, falar a, falar com."
MO-NG'-ETA.,"Ler, orar, pedir, rezar. A regencia deste Verbo: nao con- corda com a do portugues."
MO-NG'-OK-A.,"transitivo: alterar, modificar."
MO-NGOAB-A.,"transitivo: fazer passar, escapulir, fazer estar."
MO-NG-U—BA.,transitivo: fazer estar.
MO-NGUE.,"transitivo: abalar, afrouxar, aluir, desaper- tar."
MO-NG'-UER-A.,intransitivo: adormecer. Verbo: transiti
MO-NG'-UER-A.,vo: fazer dormir.
MO-NGUI.,"transitivo:: moer, pulverizar."
MO-NG0I-A.,"transitivo: abater, desmanchar, derrubar, sacudir."
MO-NG-Y.,"transitivo-relativo: untar com, usar. 0 objeto direto e o veiculo que se passa no ato."
MO-NGYA.,transitivo: sujar.
MO-NGY'-ianypab-A-REQE.,transitivo: tingir com jeni - papo.
MO-NGY-PAB-A.,"transitivo: gastar tudo, usar tudo."
MO-NGY-RA.,transitivo: engordar.
MO-NGY-RYl-A.,"transitivo: fazer rangerem, ranger os dentes."
MO-NHANG-A.,"transitivo: criar, fazer, agir. No tupi colonial:"
MO-NHANG-A.,"criar, engendrar, gerar, procriar. 0 segundo elemento ""nhang-a"" nao tem uso isolado, desconhecendo-se o seu sentido original."
"MO-NHANG-ABA. Participio:: lugar, tempo, modo, fim, meio, ins trumento, companhia de jazer",Fabri - ca.
MO-NHANG-ARA.,o que fa
MO-NHANG-ARA.,", o autor, fabricante."
MO-NHANG-ARA.,Criador.
MO-NHANG-A-RAMO.,transitivo: transformar. i
MO-NHANG-U-BA,transitivo-relativo: fazer de.
MO-NHANG-YPY.,transitivo-relativo: fazer primeiro.
MO-NHA-R0,"transitivo: provpcar, irritar, agular, atra ir."
MO-NHA-R0-AMA.,"engodo, isca, negaga."
MO-NHE — Partlcula composta do,"""mo-"""
MO-NHE — Partlcula composta do,"o reflexivo ""nhe"", geralmente tomadas pelos verbos in transitivos de Pronome: paciente."
MO-NHE-Al-A,"transtivo: fa 2 er dente no corte de, den- tear."
MO-NHE-ANG,"reflexivo: fazer mirar-se, mirar- se."
MO-NHE-g0A-(JEM-a,transitivo: afungentar.= mo-mo-gem-a.
MO-NHE-MANG-A.,"transitivo: torcer, dar volta a, dar voi ta em."
MO-NHE-MO —,"de Verbo: transitivo-reflexivo, retransi"
MO-NHE-MO —,vado.
MO-NHE-MO-QAINAN-A-EQE.,"reflexivo: fazer preparar-se, ="
MO-NHE-MO-iJA-KOI-A-EgE,reflexivo: fazer preparar-se.
MO-NHE-MO-MBE-GOABA.,confissao.
MO-NHE-MO-MBE-GOAR-A.,transitivo:
MO-NHE-MO-MBE-GOAR-A.,confessar.
MO-NHE-MO-MBE-U.,"transitivo:+fazer confessar-se, dar a confissao a, confessar."
MO-NHE-MO-Y-RO.,"transitivo: escandalizar, irar, irri- tar."
MO-NHE-M0,"transitivo: pacificar, reconciliar."
MO-NHE-NONG-A.,"transitivo: fazer que se deite, deitar."
MO-NHE-RAN-A.,"transitivo: irritar, atigar, provocar."
"MO-NHE-RUNDYK. Numeral-cardinal: quatro, quatro a quatro, quatro vezes",ordi - nal: quarto. Literalmente: fa
"MO-NHE-RUNDYK. Numeral-cardinal: quatro, quatro a quatro, quatro vezes",ajuntar pares.
MO-NHO-PA0,transitivo: fazer de ve
MO-NHO-PA0,"em quando, inter- calar, interromper."
MO-NHO-PAU-MONDOAR-A.,transitivo: fazer de ve
MO-NHO-PAU-MONDOAR-A.,"em quan do, lntercalar, interromper."
MO-NHY-NHYNG-A.,"transitivo: enrugar, fazer murchar. A duplicaçao e de continuidade."
MO-NHY-RO.,"transitivo: aplacar, acalmar, amansar."
MO-NOONG-A.,"transitivo: ajuntar, apanhar, juntar, re- colher, reunir, unir. Trata-se da jungao de ""mo-"", causativo, com ""noong-a"" reflexivo."
MO-OBA-I-XUAR-A.,transitivo: opor.
MO-OBA-PY-KAfi,"transitivo: igualar por cima e pela frente, encher ate as bordas."
MO-OBA-YBAK-A.,transitivo: erguer o rosto de.
MO-OBY.,transitivo: tingir ou pintar de azul ou de verde. Literalmente: fazer azul ou verde.
MO-OBYR-A.,"transitivo: agugar a ponta de, fazer ponta em."
MO-O-R-YB-A.,"transitivo: alegrar, satisfazer, consen- tir com."
MO-PAIE.,"transitivo-relativo: fazer-se paje, tornar pai."
MO-PANEM-A.,transitivo:
MO-PANEM-A.,"faltar a, falhar de ir a, 2 Fa zer ora sim ora nao."
MO-PAPANG-A.,"transitivo: 1 contar, ler ou relatar algo aos trancos. 2 Marchar contando. 3 Tomar umas coisas deixando outras,"
MO-PARAB-A.,transitivo: manchar.
MO-PAR-I.,transitivo: aleijar.
MO-PAO.,transitivo: fazer de ve
MO-PAO.,"em quando, interca- lar, interomper."
MO-PEN-A.,transitivo: quebrar.
MO-PEPU.,transitivo: por algas em
MO-PE-PYR-A.,transitivo: matar ritualmente.
MO-PEREB-A,"transitivo: ferir, chagar,"
MO-PETY-MB-U.,transitivo: dar a tragar fumo a.
MO-PI-ABA.,"punhal, aguilhao."
MO-PINIM-A.,transitivo: manchar.
MO-PI—POMONG-A.,transitivo: tornar pegajoso.
MO-PIRA-KAS.,"por complemento atributivo: peixe moqueado, peixe tostado. Verbo: transitivo: moquear o peixe."
MO-PIRANG-A.,"transitivo: 1 tingir com urucu, pintar ou tingir de vermelho. 2 Almagrar, abrandar."
MO-PIRIAN-A.,"transitivo: fazer listas em, listrar."
MO-PIRIK-A.,transitivo: estalar.
MO-PRING-A.,transitivo:
MO-PRING-A.,"arrepiar-se, excitar sensua_l mente, fazer estremecer, causar arrepio a. 2 Assustar."
MO-PI-ROY.,: pele fresca.
MO-PITING-A.,transitivo: manchar.
MO-PIXE.,chamusco. Verbo: transitivo: chamus- car.
M0-P0SANG-UU.,"transitivo: purgar, dar purgante a, dar remidio a."
MO-p0-g0aCJU.,transitivo:: engrossar.
MO-PO-I.,"transitivo:: fazer pou co grosso, afinar, adelgagar, tornar pouco grosso."
MO-PO-I-AIA.,transitivo: enganar fingindo que vai dar uma coisa e retirando a mao.
MO-PO-IO-YBYR-A.,transitivo: dobrar o fio de.
MO-POK-A.,transitivo:: disparar.
MO-PO-KANE0,transitivo: cansar pela forqa das maos.
MO-P0-KYTA.,transitivo: dar no em.
MO-POMONG-A.,transitivo: tornar pegajoso.= mo-pi-po- mong-a.
MO-PONG-A.,transitivo: dar pancada em.
MO-PONG-ABA.,tambor.
MO-PO-PIAB-ñ,transitivo: envenenar.
MO-PO-PY-ATA.,: fortaleza.
MO-PO-PY-ATA-MBAB-A.,"transitivo: cansar pela forga das maos, vencer pela forga."
MO-PC-PYTUN-A.,"transitivo: tapar ou fechar tecido, pa- no, etc., encorpar tecido, escurecer tecido."
MO-POR-A.,transitivo::
MO-POR-A.,"cumprir, execu- tar, fazer com que tenha efeito. a Encher. 3 Enrique- cer."
MO-PORANG-A.,transitivo: embelezar.
MO-POR'-AUOUB-A.,transitivo: fazer amar.
MO-POTAt-A.,transitivo: fechar com aldrava.
MO-POTAI-G0E.,transitivo: armar.
M0-P0TA1-I-AR-A^,transitivo: armar de modo que nao caia.
MO-POT-U-PAB-A.,"transitivo: espantar, admirar, maravi- lhar."
MO-PU.,"transitivo: tocar, bater."
MO-PUAM-A.,"transitivo: levantar, erguer, empinar."
MO-PU-ARA.,: o que bate ou toca (ins trumento de mao ou de percussao).
MO-PUERAB-A.,transitivo: curar.
MO-PUKU-QAM-A.,"transitivo: pear, atar os pes de, pren- der pelos pes."
MO-PUNGA.,"transitivo: inchar, engrossar, gncher, intu- mescer, tumefazer."
MO-PUPUR-A.,transitivo: ferver.
MO-PURUK-A.,transitivo: estalar.
MO-PUTUN-A.,transitivo: escurecer.
MO-PUTU-PAB-A.,transitivo: causar admiraçao a.
MO-PY-ATA-MBAB-A.,transitivo: vencer na luta.
MO-PYAi-TY-TYK-’A.,"transi. tivo: assustar, atemorizar,"
MO-PY-BANG-A.,transitivo: aleijar.
MO-PY-QA-QIU.,transitivo: renovar.
MO-PY-GUAl-A.,transitivo: concavar.
MO-PY-IR-A.,"transitivo: fazer escapulir os pis de, fgzer escorregar os pis."
MO-PY-KOE.,"transitivo: concavar, tornar concavo."
MO-PYM-A.,"transitivo: Mesarmar, 2 Arrebitar, entesar."
MO-PYRY-RYM-A.,"transitivo: fazer rodopiar, andar como piao."
MO-PY—TAAM-A.,transitivo: aleijar.
MO-PY-TEEM-A.,transitivo: aleijar.
MO-PYTING-A.,transitlvo: turvar a agua de.
MO-PYTUN. A.,transitivo: escurecer.
MO-PY-Y-I-A.,transitivo: amiudar.
MOR,"Em tupi nao hacorrespondente de ser e estar, como verbos de ligaçao. Estes podem ser substanti- vos, adjetivos, pronomes ou adverbios. Os verbais que comegam com o Prefixo: ""poro-"" mudam-no para ""moro-"" ou ""moboro-"" e nao perdem o ""a” final e se substantivam. Com o participio ""gara"", de Verbo: tran sitivo, se o objeto direto i pessoa ou coisa indeter minada, deve-se recorrer a ""poro-"", ""moro-"", ou ""mbor-o"". E tambem indice de classe superior, como o ""t""-"". Significa por aproximaçao a: os outros, gen te."
MORA-BYKY.,dia de trabalho.
MORA-BYKY-ABA.,"trabalho, lugar de trabalho."
MORA-BYKY-ARA.,"trabalhador, o que trabalha."
MOR'-A<^EI“A.,danga. Verbo: intransitivo: dangar.
MO-RA-I-GOAN-aIB.,mau agouro.
MO-RAM-BUER-A.,"transitivo: estorvar, desfazer, desman- char, frustrar, impedir, inutilizar."
MO-RAN-A.,"transitivo: fingir, dar aparencia a, fazer mal feito, aparentar sem ser.,"
MOR'-ANDUBA.,"novidade, notlcia. — por'-anduba."
MOR'-ANDU'-PABE.,"notorio, publico, sabido de todos."
MORANG-A.,": beleza, formosu- ra. Adjetivo: belo, formoso."
MORANG'-ABA.,beleza.
MOR'-ANG-I-GUANA.,"a«ouro, o que cri em agouro."
MOR'-APITI-ARA.,"homicida, trucidador."
MOR'-AUSUBA.,araor.
MOR'-AUCUB'-ARA.,"benignidade. Adjetivo: benigno, compassivo."
MOR'-AUQUB-E-R-EKO.,compaixao.
MOR'-AUQUB-E-R~EKO-gARA.,"compassivo, piedoso."
MOR'-AUgu'-BORA,amoroso.
MOR'-E-AUQUBA.,"miseria, infortunio."
MOR'-E-AUQUB'-ARA.,"miseravel. Adjetivo: misera - vel, infeli"
MOR'-E-AUQUB'-ARA.,.
MOR'-E-BOBO.,"intransitivo: cochichar, confidenciar. Subs- tantivo: conversa ao pe do ouvido."
MOR'-EKO-BI-ARA.,"substituto, sucessor."
MOR'-ENONHAND'- ARA.,: corredor.
MOR'-ENONHEN-A.,repreensao.
MOR'-ENONHEN-DABA.,repreensao.
MOR'-ENOTARA,"predecessor, precursor. 2 Filho ou filha mais velha."
MOR'-ENOTAR'-UERA.,"filho ou filha mais velha do homem, irmao mais velho do homem."
MOR'-E-PENHANA.,"briga, agressao."
MOR'-E-PY-MEENG-ARA. Suhstantivo,0 Redentor.
MOR'-E-PYRAMA.,resgate.
MOR'-E-R-EKO-ARA.,"chefe, guarda."
MOR'-E-R-EKO-ARA.,Principe.
MOR'-E-R-EKO-AR-A - Egfi,"transitivo:‘cuidar de, tratar de, agasalhar, receber bem. 2 Preocupar-se com, estar preocupado com. 3 Interessar-se."
MOR-E-R-O-A-gARA.,salteador.
MOR'-E-R-O-ARA,salteador.
MOR'-E-R-O-KARA.,:
MOR'-E-R-O-KARA.,"padri- nho, madrinha, padrinhos."
MOR'-eymb'-ARA.,"1 escansao, ato de escandir, ato de dividir. 2 0 que distribui o cauim."
MOR'-eymb'-ARA.,Copeiro.
"MORO— indice de classe superior, igual a ""t- M. Aplica-se a qualquer","relativo, mesmo aos que tem ""q-"" como possessivo da 3a. pessoa, como ""ete"". Ex: moro-tii nari"
"MORO— indice de classe superior, igual a ""t- M. Aplica-se a qualquer",(de gente). Mbae-ti: nari
"MORO— indice de classe superior, igual a ""t- M. Aplica-se a qualquer","(de animal). Os verbais que comegam com o Prefixo: ""poro-"" mudam-no"
"MORO-PYgYK~A para ""moro-"" ou ""mboro-"" conforme a classe, e nao perdem o ""a"" final, transitivando-se. Como em tupi nao ha correspondente de ser ou de estar, como ver bo de ligaçao, estes podem ser substantivos, adje- tivos, pronoxnes ou adverbios. E pouco usaao, a nao ser com os nomes que podem levar ""t-"". Equiva- le a","pessoal: indefinido. ""Moro-"" e usado tambem fora do infinito, do gerundio e dos deriva- dos, nesse caso sob a forma de ""poro-"". Os indices ""t-"" e "" g-"" nao tem tal extensao."
MORO-AQYP-ARA.,barbeiro.
MORO-API-ND'~ARA.,barbeiro.
MORO-APITI-ARA.,"assassino, trucidador."
MORO-AUQUB-A.,transitivo: j-amar.
MOR'-OBIXABA.,"cacique, chefe."
MOR'-OBIXABA.,"capitao, presi- dente, principe, rei."
MOR'-OBY.,"o azul, o verde."
MORO-QEM-A.,intransitivo: sair.
MORO-EQARAI-A.,intransitivo: esquecer-se.
MORO-E-PENHANGA.,briga.
MORO-ITYK-ARA.,"vencedor, vitorioso."
MORO-IUBA.,o amarelo.
MORO-IuBYK-A.,transitivo: enforcar.
MORO-IUBYK-ABA.,forca.
MORO-lUBYK-ARA.,"'forca.’O que enforca, enfor- cador, carrasco, algo"
MORO-lUBYK-ARA.,.
MORO-lUBYKA- TYBA.,"o gue costuma enforcar, algo"
MORO-lUBYKA- TYBA.,", carrasco, enforcador."
MORO-IukA-QARA.,assassino.
M0R0-KABA.,"1 arma de fogo, fusil, bombarda. 2 Tiro."
MORO-KUTUK-ARA.,aguilhao.
MORO-KUTUK-ARA.,Punhal.
M0R0-MBO-EQ-ABA. ',escola.
MORO-PITI-ARA.,": trucidador,"
MORO-PO-QA-NONG-ARA.,": curador, cu- randeiro,"
MORO-PO-QA-NONG-ARA.,Medico.
MORO-POTARA.,": ato sexual, ato sen sual, luxuria, sensualidade."
MORO-PUA-I-x0era,mandao. Ad. jetivo predicativo: mandao.
MORO-PYQYK-A.,transitivo: apanhar tgente).
MORO-PYOY-RO-ANA.,"O Salvador, no tupi colonial."
MORO-R-OKA,fusil.
MORO-R-OKA-KUl,polvora.
MORO-TINGA.,o branco.
MORO—UBIXABA.,"cacique, chefe, principal. -j- Pre- sidente, capitao, principe, rei."
MORO-UNA.,"o preto, o negro."
MO-ROY.,transitivo:: esfriar.= mo-roy-qang-a
MO-ROY-QANG-A.,"transitivo: esfriar, refrescar.= mo-roy."
MOR'-UBIXABA.,"cacique, chefe, principal. -"
MOR'-UBIXABA.,"Pre- sidente, capitao, principe, rei."
MOR,"transitivo: embeber, empapar, inchar, por de molho, tumefazer. =mo-punga."
MOR'-YB-A.,transitivo:
MOR'-YB-A.,"alegrar, satisfazer. 2 Consentir, consentir com."
MOR'-YBI.,transitivo: consentir sem oposigao.
MOR'-Y-R-Yl-A.,transitivo: alvoroqar.
MOTA-GaIb-A.,transitivo: confortar.
MOTAK-A.,"transitivo: bater, tocar."
MOTA-Y-GAIB-A.,transitivo: confortar.
MO-TE.,"transitivo: desfigurar, disfarqar, tornar dife- rente."
MO-TE-E.,"transitivo: 1 estranhar, nao reconhecer. 2 Deitar a perder. '"
MO-T-EKO-KUAB-A.,transitivo:
MO-T-EKO-KUAB-A.,"educar, ensinar. -"
MO-T—EKO-KU—GUAB-A.,"transitivo: feducar, ensinar."
MO-TEN-A.,"transitivo: encaixar, firmar, fikar."
MO-Tl,transitivo: envergonhar.
MOTIA-PEBA.,variedade de caranguejo.
MO-TI-MBOR-A.,transitivo: defumar.
MO-TI-MBOR-A.,Incensar.
MO-TING-A.,"transitivo:: 1 tingir ou pintar ' de branco, caiar, branquear, embranquecer. 2 Enjoar, enfastiar, causar enjoo a."
MO-TINING-ATA.,"transitivo: endurecer, tornar forte."
MO-TO-TO,"transitivo: alijar, A duplicaçao e de firmeza"
MO-TUI-A.,"transitivo: entornar, transbordar.=mo-ndui-a."
MO-TUMUNG-A.,"transitivo: sacudir, estremecer,"
MO-TUPAN-A.,"transitivo: guardar, guardar o dia, vigiar de dia."
MO-TUPAN-A.,Respeitar o dia-santo.
MO-TYB-A.,"transitivo: fazer caso de, fazer muito de, acatar."
MO-TY-GUER-A.,"transitivo: acabar, assolar, destruir, consumir."
MO-TYK-A.,"transitivo: puxar, beliscar, dar puxao em."
MO-TYK-A.,"yk-a,"
MO-UB-A.,"transitivo:: acomodar, colocar deitado, deitar, fazer estar."
MO-U-KATU.,transitivo: fazer estar bem.
MO-UN-A.,transitivo: tingir ou pintar de preto.
MO-UUM-A.,"transitivo: empastar, amassar, amolecer (coisa dura), engrossar (coi- sa liquida), enlamear. Literalmente: fazer barro."
MO-XYRYRUK-A.,transitivo: fritar.
MO-Y-Al-A.,transitivo: fazer suar.
MO-YB-A.,transitivo:
